Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
Unknown Hospital,N/A,N/A,N/A,N/A,N/A,12.9609247,77.5611731,N/A,N/A,N/A,N/A
Jnana Sanjeevini,N/A,N/A,N/A,Karnataka,560078,12.9162232,77.5890151,N/A,N/A,N/A,N/A
Brains Super Speciality Hospital,N/A,N/A,N/A,N/A,N/A,12.9478411,77.5924773,N/A,N/A,N/A,N/A
Vasavi Hospital,N/A,N/A,N/A,N/A,N/A,12.9031532,77.5603082,N/A,N/A,N/A,N/A
ESI Hospital Peenya,N/A,N/A,N/A,N/A,N/A,13.0249864,77.530936,N/A,N/A,N/A,N/A
Rainbow Childrens Hospital,Bengaluru,Sarjapura Road,3/4,N/A,560103,12.9202359,77.6674739,yes,gynaecology;child_psychiatry;paediatrics;otolaryngology;fertility;neonatology;vascular_surgery;physiatry,+91 08062261218,https://www.rainbowhospitals.in/
Safa Medicure Hospital,N/A,N/A,N/A,N/A,N/A,12.9447394,77.5964228,N/A,N/A,N/A,N/A
Rangadore Memorial Hospital,N/A,DV Gundappa Road,N/A,Karnataka,560004,12.9538911,77.5711462,yes,N/A,N/A,N/A
Trustwell Hospitals,N/A,Jayachamaraja Wodeyar Road,N/A,Karnataka,560002,12.9606538,77.5840403,N/A,N/A,N/A,https://trustwellhospitals.com/
BEML Hospital,N/A,N/A,N/A,N/A,N/A,12.9712142,77.6651646,N/A,N/A,N/A,N/A
Government Maternity Hospital,N/A,N/A,N/A,N/A,N/A,13.0214559,77.553599,N/A,N/A,N/A,N/A
Vanivilas Women and Children Hospital,N/A,N/A,N/A,Karnataka,560002,12.9614692,77.5736889,yes,N/A,N/A,N/A
Minto Eye Hospital,N/A,N/A,N/A,N/A,N/A,12.9610731,77.572289,yes,N/A,N/A,N/A
M S Ramaiah Hospital,N/A,N/A,N/A,N/A,N/A,13.0297293,77.5685912,yes,N/A,N/A,N/A
Faculty Of Dental Sciences,N/A,N/A,N/A,N/A,N/A,13.0292222,77.5693751,yes,N/A,N/A,N/A
St.John's Medical College Hospital,Bangalore,Sarjapur Road,N/A,Karnataka,560034,12.929648,77.6185932,yes,multi speciality,N/A,http://www.stjohns.in/hospital/#sthash.1e07FWcp.dpuf
